dataset,path,class,skin_fraction,error
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5816442523665549473.png,Eczema,0.65509033203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-429900437128686382.png,Eczema,0.64093017578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3846988567346853286.png,Eczema,0.98822021484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8617284865077803152.png,Eczema,0.58526611328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2562611754724897853.png,Eczema,0.70123291015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8876568324686727458.png,Eczema,0.76898193359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-560232169955476365.png,Eczema,0.9161376953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7852465164599698161.png,Eczema,0.96441650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6868042259667551510.png,Eczema,0.45416259765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5094266838669858826.png,Eczema,0.8780517578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6997401234513151920.png,Eczema,0.9737548828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7743291557587090042.png,Eczema,0.6171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4136834548903834195.png,Eczema,0.51263427734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4306378996274164926.png,Eczema,0.753173828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7955175484125975778.png,Eczema,0.4415283203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7777133227591406533.png,Eczema,0.8521728515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3625927970563316170.png,Eczema,0.9097900390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5585920928490955201.png,Eczema,0.72259521484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\227927129134706308.png,Eczema,0.708251953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-845380407717415265.png,Eczema,0.85040283203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4308656549168040797.png,Eczema,0.40533447265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3377584127732041409.png,Eczema,0.806396484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-790136595695714665.png,Eczema,0.86553955078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7492234621272268742.png,Eczema,0.91058349609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4151350569016626448.png,Eczema,0.92327880859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7722204000693864047.png,Eczema,0.81707763671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1489554259511957542.png,Eczema,0.42095947265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2694548651684997841.png,Eczema,0.538330078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5837921410652230755.png,Eczema,0.55535888671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-177741761654665523.png,Eczema,0.80816650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3927167794563159897.png,Eczema,0.76568603515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4133668967666016070.png,Eczema,0.75994873046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3481793704947608790.png,Eczema,0.85394287109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9109824565676367958.png,Eczema,0.9910888671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9212359218854294582.png,Eczema,0.52484130859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4045630925436019833.png,Eczema,0.001708984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6628616317931292707.png,Eczema,0.7606201171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6631843639016190189.png,Eczema,0.69140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7168721207638666394.png,Eczema,0.95819091796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3899516695780399983.png,Eczema,0.74969482421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2109737640141340092.png,Eczema,0.70343017578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9150805037763734176.png,Eczema,0.939453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3397875770673970206.png,Eczema,0.662841796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1180361584407188093.png,Eczema,0.85968017578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8775541043281471206.png,Eczema,0.7724609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2929036763099166629.png,Eczema,0.255859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8353361916006195791.png,Eczema,0.19110107421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7869205072791433100.png,Eczema,0.50860595703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7417464969081725029.png,Eczema,0.61395263671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3318646782389326114.png,Eczema,0.709716796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8933122876369538878.png,Eczema,0.76495361328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6495810299188613611.png,Eczema,0.63311767578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8309061698872621287.png,Eczema,0.37451171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5885480633888728240.png,Eczema,0.80657958984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3947352846309906865.png,Eczema,0.8358154296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2033066751549921721.png,Eczema,0.7919921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\395621552216449334.png,Eczema,0.90216064453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3059654233454543811.png,Eczema,0.65325927734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2489398836625963530.png,Eczema,0.80657958984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5376888133703495985.png,Eczema,0.7235107421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6107847576493924285.png,Eczema,0.774658203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7120026547390926334.png,Eczema,0.84521484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8542477226677637987.png,Eczema,0.50518798828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5732857245539407305.png,Eczema,0.83258056640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3578549284921191146.png,Eczema,0.9091796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7625656626952816481.png,Eczema,0.92169189453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\393661975178714315.png,Eczema,0.8466796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7002508655843923344.png,Eczema,0.52435302734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2079383910052664228.png,Eczema,0.98809814453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1647208460985153529.png,Eczema,0.7841796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4164337558517481425.png,Eczema,0.566650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4071768868495766495.png,Eczema,0.684814453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-859326882085129131.png,Eczema,0.9669189453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6118687420139087611.png,Eczema,0.67742919921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4880647203781624346.png,Eczema,0.53558349609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-953727545596279641.png,Eczema,0.26092529296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1643819065600517653.png,Eczema,0.9989013671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2064087285742963892.png,Eczema,0.853759765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8545507601606408653.png,Eczema,0.8494873046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1970249032025055411.png,Eczema,0.8905029296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\9079077127826406933.png,Eczema,0.71527099609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1160477743339353280.png,Eczema,0.94268798828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5390403732124632941.png,Eczema,1.0,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3053256628485862140.png,Eczema,0.87115478515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1634812113032318983.png,Eczema,0.8006591796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8190999976849585619.png,Eczema,0.90020751953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4851798629512515375.png,Eczema,0.8812255859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1120481478267460560.png,Eczema,0.9036865234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7303749197675363359.png,Eczema,0.43121337890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7389159419784489894.png,Eczema,0.9959716796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3836665857980310045.png,Eczema,0.8743896484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5296431265976524306.png,Eczema,0.7685546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3871578790621255671.png,Eczema,0.52508544921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8725423739996957959.png,Eczema,0.45458984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2398859378888320661.png,Eczema,0.85467529296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8055771025691084393.png,Eczema,0.5606689453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7609697586211899286.png,Eczema,0.666259765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2219827066341789081.png,Eczema,0.88262939453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1176139745215707994.png,Eczema,0.9527587890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8534614443021283236.png,Eczema,0.74212646484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5256429932634187395.png,Eczema,0.57708740234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2694778364670578365.png,Eczema,0.72882080078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6706328135925294711.png,Eczema,0.753662109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8366685296281366557.png,Eczema,0.49688720703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5448632209165507782.png,Eczema,0.8392333984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5382881724534486828.png,Eczema,0.885986328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7508592580409408491.png,Eczema,0.83453369140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6497616863106691573.png,Eczema,0.38494873046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6289833455905228029.png,Eczema,0.6103515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5336018037169319124.png,Eczema,0.7757568359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5632157492123174629.png,Eczema,0.75897216796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9221035133244224964.png,Eczema,0.23028564453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2359176550304599261.png,Eczema,0.54296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8327688402916422319.png,Eczema,0.8140869140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\9198500737462176368.png,Eczema,0.26507568359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6161162331612535164.png,Eczema,0.8746337890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5133096466979662132.png,Eczema,0.83221435546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4075310940141929102.png,Eczema,0.808837890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4276313574827699447.png,Eczema,0.606201171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7277514071091705587.png,Eczema,0.41668701171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5586321102989632118.png,Eczema,0.74151611328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7658702570302360524.png,Eczema,0.59051513671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6411099091037930319.png,Eczema,0.793701171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5259460570876140361.png,Eczema,0.981201171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8334000853689515147.png,Eczema,0.652099609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6297664799169832787.png,Eczema,0.76385498046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6055835778532338513.png,Eczema,0.98956298828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6500687472185879574.png,Eczema,0.935302734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4415183841130068283.png,Eczema,0.72998046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6657145439277621297.png,Eczema,0.7279052734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4574517859891367319.png,Eczema,0.942626953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1339647873939722982.png,Eczema,0.88885498046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7110334037625264755.png,Eczema,0.90167236328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1590085795051217125.png,Eczema,0.48974609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5086266645616326579.png,Eczema,0.8255615234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-41508743784102671.png,Eczema,0.57562255859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3592193595988016117.png,Eczema,0.86053466796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6811082803205502222.png,Eczema,0.6348876953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1330382506320065118.png,Eczema,0.2720947265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5473654302560810311.png,Eczema,0.33184814453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8879508306621168977.png,Eczema,0.5364990234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\868711849758505110.png,Eczema,0.78076171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3998476769988018648.png,Eczema,0.7974853515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\466560589572785229.png,Eczema,0.75347900390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\638722916707851230.png,Eczema,0.66143798828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8013060069192910653.png,Eczema,0.145263671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2718854131676367612.png,Eczema,0.7801513671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5655540960364786102.png,Eczema,0.41748046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2426005272291842267.png,Eczema,0.89801025390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2615067672343817892.png,Eczema,0.654052734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8100602937335660438.png,Eczema,0.87066650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-611262731968854358.png,Eczema,0.52655029296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5100815424449862591.png,Eczema,0.5828857421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-998965366567233636.png,Eczema,0.61968994140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6148765009257671062.png,Eczema,0.37347412109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3048596608278672157.png,Eczema,0.6490478515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3729405817702330277.png,Eczema,0.6614990234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5311088105871258453.png,Eczema,0.77288818359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1585280233209265033.png,Eczema,0.71356201171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5866868960471089698.png,Eczema,0.7130126953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1175252715545111648.png,Eczema,0.8829345703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5016025779516745101.png,Eczema,0.709228515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\436139237363385762.png,Eczema,0.463623046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4199977277685459132.png,Eczema,0.84320068359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6715006302962078444.png,Eczema,0.75201416015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6470193107247201070.png,Eczema,0.58880615234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7532348811139560177.png,Eczema,0.73992919921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7510144370582011689.png,Eczema,0.58837890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7721876733224782628.png,Eczema,0.656494140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2845801414848619921.png,Eczema,0.73919677734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1272269089515966092.png,Eczema,0.95330810546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8875069263151459186.png,Eczema,0.4149169921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5113427845298536558.png,Eczema,0.68316650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4572573838215927835.png,Eczema,0.56787109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2720193912587488455.png,Eczema,0.7127685546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\9032393467447326209.png,Eczema,0.4176025390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7196750938559076046.png,Eczema,0.56085205078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\849421289568872090.png,Eczema,0.34356689453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3331028455841202440.png,Eczema,0.8231201171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3229128760845230044.png,Eczema,0.1287841796875,
