path,split,erythema,induration_papulation,excoriation,lichenification,easi_signs_sum,severity_band
dataset/Eczema/lichen-simplex-chronicus-106.jpg,train,3,0,0,0,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-153.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/neurotic-excoriations-50.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/keratolysis-exfoliativa-2.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-chronic-52.jpg,train,1,2,3,1,7,Severe
SkinDisease/valid/Eczema/05atopicFace100305.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-nummular-123.jpg,train,2,2,0,1,5,Severe
dataset/Eczema/neurotic-excoriations-2.jpg,train,2,1,3,0,6,Severe
SkinDisease/valid/Eczema/05atopic1107054.jpeg,train,2,1,3,1,7,Severe
dataset/Eczema/lichen-simplex-chronicus-10.jpg,train,1,1,0,1,3,Moderate
Eczema/Atopic dermatitis childhood phase/05mouthChild122206.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/id-reaction-5.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/eczema-hand-141.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-fingertips-121.jpg,train,1,2,0,1,4,Moderate
dataset/Eczema/notalgia-paraesthetica-1.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-asteatotic-56.jpg,train,3,2,3,1,9,Severe
SkinDisease/valid/Eczema/05atopic1107051.jpeg,train,1,0,1,0,2,Mild
dataset/Eczema/eczema-chronic-49.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/stasis-dermatitis-93.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/eczema-hand-126.jpg,train,2,0,0,1,3,Moderate
dataset/Eczema/eczema-asteatotic-21.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-hand-154.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-129.jpg,train,2,2,0,0,4,Moderate
dataset/Eczema/eczema-fingertips-37.jpg,train,1,1,2,1,5,Severe
dataset/Eczema/eczema-hand-115.jpg,train,1,2,1,1,5,Severe
dataset/Eczema/Dyshidrosis-17.jpg,train,0,0,0,0,0,Mild
SkinDisease/valid/Eczema/05atopic051704.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-subacute-45.jpg,train,3,0,0,0,3,Moderate
dataset/Eczema/eczema-vulva-3.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/stasis-dermatitis-108.jpg,train,2,2,3,1,8,Severe
SkinDisease/valid/Eczema/05AtopicDerm0419041.jpeg,train,3,1,0,2,6,Severe
dataset/Eczema/stasis-dermatitis-158.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/prurigo-nodularis-51.jpg,train,2,3,2,1,8,Severe
dataset/Eczema/prurigo-nodularis-15.jpg,train,1,2,0,2,5,Severe
dataset/Eczema/desquamation-8.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/eczema-trunk-generalized-4.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-fingertips-45.jpg,train,1,2,1,1,5,Severe
SkinDisease/valid/Eczema/05AtopicHand1.jpeg,train,1,1,0,0,2,Mild
SkinDisease/valid/Eczema/05AtopicPapules.jpeg,train,0,1,0,1,2,Mild
dataset/Eczema/neurotic-excoriations-10.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-leg-20.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/stasis-dermatitis-140.jpg,train,0,1,0,2,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-147.jpg,train,0,1,0,2,3,Moderate
dataset/Eczema/keratolysis-exfoliativa-19.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-nummular-178.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-hand-92.jpg,train,1,2,1,1,5,Severe
dataset/Eczema/eczema-fingertips-104.jpg,train,0,2,0,1,3,Moderate
SkinDisease/valid/Eczema/05atopic011005.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-nummular-116.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/neurotic-excoriations-59.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-nummular-191.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-vulva-4.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/stasis-dermatitis-106.jpg,train,2,2,3,1,8,Severe
dataset/Eczema/eczema-nummular-127.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/id-reaction-7.jpg,train,1,2,0,1,4,Moderate
dataset/Eczema/eczema-nummular-14.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-fingertips-78.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-nummular-173.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-leg-17.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-subacute-103.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-fingertips-66.jpg,train,1,1,0,1,3,Moderate
SkinDisease/valid/Eczema/05Atopic0216.jpeg,train,1,1,0,0,2,Mild
SkinDisease/valid/Eczema/3Eczema3-290.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/neurotic-excoriations-19.jpg,train,1,1,2,0,4,Moderate
SkinDisease/valid/Eczema/05atopicChild0719042.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-face-6.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-lids-9.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-subacute-44.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/stasis-dermatitis-133.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/chapped-fissured-feet-1.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-lids-6.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/stasis-dermatitis-95.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/lichen-simplex-chronicus-104.jpg,train,3,1,0,0,4,Moderate
dataset/Eczema/Dyshidrosis-33.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-fingertips-107.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/neurotic-excoriations-34.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-foot-97.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-asteatotic-35.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-hand-135.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-asteatotic-24.jpg,train,2,1,0,2,5,Severe
dataset/Eczema/stasis-dermatitis-174.jpg,train,2,2,2,1,7,Severe
SkinDisease/valid/Eczema/05atopic0313062.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/keratolysis-exfoliativa-49.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-hand-142.jpg,train,3,0,0,0,3,Moderate
dataset/Eczema/eczema-leg-13.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/lichen-simplex-chronicus-160.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/notalgia-paraesthetica-4.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-subacute-81.jpg,train,2,1,3,0,6,Severe
SkinDisease/valid/Eczema/05atopic012405.jpeg,train,2,1,0,0,3,Moderate
SkinDisease/valid/Eczema/05Atopic10067.jpeg,train,2,1,1,1,5,Severe
dataset/Eczema/pompholyx-29.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-fingertips-50.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/pompholyx-4.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-fingertips-102.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-nummular-143.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-foot-58.jpg,train,0,1,1,1,3,Moderate
dataset/Eczema/eczema-fingertips-99.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/stasis-dermatitis-157.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-subacute-28.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/eczema-arms-10.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/pompholyx-6.jpg,train,2,2,1,0,5,Severe
dataset/Eczema/pompholyx-24.jpg,train,2,2,3,1,8,Severe
dataset/Eczema/fiberglass-dermatitis-6.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-nummular-190.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/keratolysis-exfoliativa-17.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/stasis-dermatitis-130.jpg,train,0,1,0,2,3,Moderate
dataset/Eczema/prurigo-nodularis-17.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/03EczemaExcoriated.jpg,train,2,1,2,0,5,Severe
SkinDisease/valid/Eczema/05atopicKnee080105.jpeg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-asteatotic-22.jpg,train,2,1,0,3,6,Severe
dataset/Eczema/eczema-foot-69.jpg,train,1,2,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-127.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic031011.jpeg,train,1,0,1,0,2,Mild
dataset/Eczema/Dyshidrosis-54.jpg,train,0,2,0,1,3,Moderate
dataset/Eczema/factitial-dermatitis-7.jpg,train,2,1,3,0,6,Severe
dataset/Eczema/eczema-subacute-62.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/eczema-subacute-102.jpg,train,3,1,0,1,5,Severe
dataset/Eczema/keratolysis-exfoliativa-41.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/iododerma-1.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/eczema-hand-97.jpg,train,1,1,0,1,3,Moderate
SkinDisease/valid/Eczema/05AtopicFeet67.jpeg,train,3,2,2,1,8,Severe
dataset/Eczema/eczema-acute-9.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-hand-95.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/neurotic-excoriations-26.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/eczema-subacute-64.jpg,train,1,0,1,1,3,Moderate
dataset/Eczema/stasis-dermatitis-16.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-fingertips-64.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-subacute-105.jpg,train,3,1,0,0,4,Moderate
dataset/Eczema/stasis-dermatitis-14.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-chronic-55.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/pompholyx-28.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-fingertips-40.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/chapped-fissured-feet-12.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/neurotic-excoriations-7.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-fingertips-77.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/neurotic-excoriations-47.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-asteatotic-4.jpg,train,2,0,0,0,2,Mild
SkinDisease/valid/Eczema/05atopicChild0828061.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/maceration-4.jpg,train,2,1,2,0,5,Severe
SkinDisease/valid/Eczema/05Atopic0712045.jpeg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-foot-43.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-hand-177.jpg,train,0,1,1,1,3,Moderate
dataset/Eczema/eczema-fingertips-39.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/lichen-simplex-chronicus-107.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/notalgia-paraesthetica-5.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-fingertips-7.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-leg-3.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-subacute-19.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/keratolysis-exfoliativa-6.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/03DermatitisLeg.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/lichen-simplex-chronicus-143.jpg,train,0,2,0,2,4,Moderate
dataset/Eczema/eczema-foot-19.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-foot-25.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-foot-28.jpg,train,3,1,1,1,6,Severe
dataset/Eczema/eczema-fingertips-54.jpg,train,1,1,1,1,4,Moderate
SkinDisease/valid/Eczema/05atopicMouth012306.jpeg,train,1,1,1,0,3,Moderate
dataset/Eczema/neurotic-excoriations-37.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-57.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-fingertips-8.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-nummular-182.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-foot-70.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/factitial-dermatitis-1.jpg,train,2,1,3,1,7,Severe
dataset/Eczema/lichen-simplex-chronicus-98.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/prurigo-nodularis-26.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-arms-8.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-trunk-generalized-17.jpg,train,2,0,0,0,2,Mild
SkinDisease/valid/Eczema/05Atopic03290445.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/Dyshidrosis-51.jpg,train,1,1,0,2,4,Moderate
dataset/Eczema/chapped-fissured-feet-21.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/prurigo-nodularis-22.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/stasis-dermatitis-82.jpg,train,2,2,0,2,6,Severe
dataset/Eczema/eczema-hand-178.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-asteatotic-1.jpg,train,2,1,1,2,6,Severe
dataset/Eczema/eczema-subacute-53.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/eczema-subacute-59.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/stasis-dermatitis-161.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-foot-83.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-subacute-38.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/Dyshidrosis-11.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-fingertips-81.jpg,train,0,1,0,3,4,Moderate
SkinDisease/valid/Eczema/05atopic0228051.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-foot-11.jpg,train,1,3,0,2,6,Severe
dataset/Eczema/keratolysis-exfoliativa-22.jpg,train,2,2,0,1,5,Severe
dataset/Eczema/prurigo-nodularis-40.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-lids-4.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-74.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-fingertips-120.jpg,train,0,0,0,0,0,Mild
SkinDisease/valid/Eczema/05AtopicFace2.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-hand-155.jpg,train,1,1,1,1,4,Moderate
SkinDisease/valid/Eczema/05atopicDerm0328051.jpeg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05Atopic12060421.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/Dyshidrosis-56.jpg,train,0,0,0,0,0,Mild
SkinDisease/valid/Eczema/05AtopicFace0105043ok.jpeg,train,2,0,0,0,2,Mild
dataset/Eczema/prurigo-nodularis-21.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/neurotic-excoriations-13.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/milroy-disease-1.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-chronic-39.jpg,train,1,2,0,2,5,Severe
dataset/Eczema/stasis-dermatitis-139.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/emersion-foot-2.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/neurotic-excoriations-6.jpg,train,0,0,0,0,0,Mild
SkinDisease/valid/Eczema/05atopicFeet0823041.jpeg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-asteatotic-55.jpg,train,3,0,0,0,3,Moderate
SkinDisease/valid/Eczema/05AtopicDermHand1.jpeg,train,2,1,1,0,4,Moderate
dataset/Eczema/keratolysis-exfoliativa-27.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/stasis-dermatitis-92.jpg,train,0,1,0,1,2,Mild
SkinDisease/valid/Eczema/05Atopic12060422.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/Dyshidrosis-18.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-leg-16.jpg,train,3,1,2,1,7,Severe
dataset/Eczema/lichen-simplex-chronicus-149.jpg,train,1,1,0,1,3,Moderate
SkinDisease/valid/Eczema/05atopicFeet0801051.jpeg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-hand-132.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-chronic-40.jpg,train,2,2,3,1,8,Severe
SkinDisease/valid/Eczema/05Atopic0504057.jpeg,train,0,1,0,1,2,Mild
SkinDisease/valid/Eczema/05Atopic030203.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-hand-159.jpg,train,1,1,2,0,4,Moderate
SkinDisease/test/Eczema/05atopic060704.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-111.jpg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05AtopicFossa2q.jpeg,train,1,0,1,0,2,Mild
SkinDisease/valid/Eczema/05AtopicHand3.jpeg,train,1,1,0,2,4,Moderate
dataset/Eczema/heels-dry-cracked-4.jpg,train,0,1,0,2,3,Moderate
dataset/Eczema/eczema-hand-108.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/chapped-fissured-feet-18.jpg,train,0,1,1,1,3,Moderate
dataset/Eczema/eczema-subacute-54.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/Dyshidrosis-59.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-167.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/stasis-dermatitis-115.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/stasis-dermatitis-168.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/stasis-dermatitis-1.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-nummular-195.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-chronic-30.jpg,train,2,1,0,1,4,Moderate
