path,split,composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
SkinDisease/valid/Eczema/05Atopic12060420.jpeg,train,composite_0003.jpg,9,1,0,0,0
dataset/Eczema/Dyshidrosis-44.jpg,train,composite_0004.jpg,1,1,2,0,1
dataset/Eczema/lichen-simplex-chronicus-145.jpg,train,composite_0004.jpg,2,0,2,0,2
dataset/Eczema/eczema-fingertips-47.jpg,train,composite_0004.jpg,3,1,2,1,1
dataset/Eczema/03DermatitisLids.jpg,train,composite_0004.jpg,4,1,0,0,0
dataset/Eczema/eczema-impetiginized-10.jpg,train,composite_0004.jpg,5,2,1,3,0
dataset/Eczema/eczema-subacute-94.jpg,train,composite_0004.jpg,6,2,0,1,0
dataset/Eczema/eczema-nummular-159.jpg,train,composite_0004.jpg,7,2,1,0,0
dataset/Eczema/eczema-hand-176.jpg,train,composite_0004.jpg,8,0,0,0,0
SkinDisease/valid/Eczema/05AtopicFace0105040k1.jpeg,train,composite_0004.jpg,9,2,1,0,0
dataset/Eczema/eczema-anal-4.jpg,train,composite_0005.jpg,1,1,0,0,0
dataset/Eczema/eczema-fingertips-51.jpg,train,composite_0005.jpg,2,2,1,1,0
dataset/Eczema/eczema-subacute-90.jpg,train,composite_0005.jpg,3,1,1,0,0
dataset/Eczema/stasis-dermatitis-99.jpg,train,composite_0005.jpg,4,2,1,2,1
dataset/Eczema/eczema-hand-131.jpg,train,composite_0005.jpg,5,2,2,1,1
SkinDisease/valid/Eczema/05atopic0313061.jpeg,train,composite_0005.jpg,6,2,1,2,1
dataset/Eczema/05hyperkeratosis01010.jpg,train,composite_0005.jpg,7,0,1,0,2
dataset/Eczema/factitial-dermatitis-2.jpg,train,composite_0005.jpg,8,1,0,0,0
dataset/Eczema/eczema-subacute-11.jpg,train,composite_0005.jpg,9,2,1,0,0
dataset/Eczema/eczema-fingertips-22.jpg,train,composite_0006.jpg,1,3,2,2,1
dataset/Eczema/neurotic-excoriations-38.jpg,train,composite_0006.jpg,2,1,0,2,0
dataset/Eczema/chapped-fissured-feet-31.jpg,train,composite_0006.jpg,3,0,1,0,1
dataset/Eczema/eczema-hyperkeratotic-2.jpg,train,composite_0006.jpg,4,0,1,0,1
SkinDisease/valid/Eczema/05atopicFace1003052.jpeg,train,composite_0006.jpg,5,2,1,1,0
SkinDisease/valid/Eczema/05AtopicMouth54.jpeg,train,composite_0006.jpg,6,2,1,1,0
dataset/Eczema/keratolysis-exfoliativa-1.jpg,train,composite_0006.jpg,7,0,0,0,1
SkinDisease/valid/Eczema/05AtopicDerm041904.jpeg,train,composite_0006.jpg,8,3,1,0,0
dataset/Eczema/lichen-simplex-chronicus-172.jpg,train,composite_0006.jpg,9,2,1,1,0
dataset/Eczema/eczema-fingertips-23.jpg,train,composite_0007.jpg,1,1,3,2,1
dataset/Eczema/prurigo-nodularis-50.jpg,train,composite_0007.jpg,2,2,2,2,0
dataset/Eczema/Dyshidrosis-46.jpg,train,composite_0007.jpg,3,0,2,0,2
dataset/Eczema/eczema-foot-77.jpg,train,composite_0007.jpg,4,0,3,0,1
SkinDisease/valid/Eczema/05atopicFlid080105.jpeg,train,composite_0007.jpg,5,1,1,1,1
SkinDisease/valid/Eczema/05AtopicDerm1103.jpeg,train,composite_0007.jpg,6,2,2,0,0
SkinDisease/valid/Eczema/05atopicFeet0823042.jpeg,train,composite_0007.jpg,7,0,0,0,0
dataset/Eczema/eczema-nummular-150.jpg,train,composite_0007.jpg,8,2,1,0,1
dataset/Eczema/eczema-hand-174.jpg,train,composite_0007.jpg,9,1,1,0,0
dataset/Eczema/eczema-asteatotic-13.jpg,train,composite_0008.jpg,1,1,1,0,1
SkinDisease/valid/Eczema/05AtopicDerm011204.jpeg,train,composite_0008.jpg,2,2,0,0,0
dataset/Eczema/eczema-lids-5.jpg,train,composite_0008.jpg,3,2,1,0,0
dataset/Eczema/lichen-simplex-chronicus-182.jpg,train,composite_0008.jpg,4,1,1,0,1
dataset/Eczema/eczema-chronic-32.jpg,train,composite_0008.jpg,5,2,0,0,0
dataset/Eczema/eczema-hand-98.jpg,train,composite_0008.jpg,6,2,1,0,1
dataset/Eczema/eczema-foot-75.jpg,train,composite_0008.jpg,7,2,1,3,0
dataset/Eczema/03DermatitisArm1.jpg,train,composite_0008.jpg,8,2,1,0,1
dataset/Eczema/stasis-dermatitis-159.jpg,train,composite_0008.jpg,9,0,0,0,0
dataset/Eczema/eczema-nummular-137.jpg,train,composite_0009.jpg,1,2,2,0,0
dataset/Eczema/eczema-hand-10.jpg,train,composite_0009.jpg,2,2,1,0,0
dataset/Eczema/eczema-foot-99.jpg,train,composite_0009.jpg,3,1,2,1,1
dataset/Eczema/neurotic-excoriations-31.jpg,train,composite_0009.jpg,4,1,1,2,0
dataset/Eczema/eczema-subacute-1.jpg,train,composite_0009.jpg,5,2,1,0,0
dataset/Eczema/eczema-acute-22.jpg,train,composite_0009.jpg,6,2,0,0,0
dataset/Eczema/neurotic-excoriations-1.jpg,train,composite_0009.jpg,7,2,1,2,0
dataset/Eczema/eczema-asteatotic-11.jpg,train,composite_0009.jpg,8,1,1,0,2
dataset/Eczema/stasis-dermatitis-84.jpg,train,composite_0009.jpg,9,1,2,1,2
dataset/Eczema/eczema-fingertips-5.jpg,train,composite_0010.jpg,1,2,1,1,0
dataset/Eczema/eczema-chronic-31.jpg,train,composite_0010.jpg,2,2,1,0,1
dataset/Eczema/eczema-subacute-85.jpg,train,composite_0010.jpg,3,1,1,1,1
dataset/Eczema/keratolysis-exfoliativa-3.jpg,train,composite_0010.jpg,4,1,1,0,1
dataset/Eczema/neurotic-excoriations-18.jpg,train,composite_0010.jpg,5,2,1,2,0
dataset/Eczema/eczema-areola-15.jpg,train,composite_0010.jpg,6,2,1,0,0
dataset/Eczema/eczema-fingertips-111.jpg,train,composite_0010.jpg,7,1,2,1,1
dataset/Eczema/neurotic-excoriations-51.jpg,train,composite_0010.jpg,8,1,2,2,0
dataset/Eczema/chapped-fissured-feet-20.jpg,train,composite_0010.jpg,9,1,1,0,1
dataset/Eczema/stasis-dermatitis-177.jpg,train,composite_0011.jpg,1,3,2,1,1
dataset/Eczema/eczema-lids-8.jpg,train,composite_0011.jpg,2,0,0,0,0
SkinDisease/valid/Eczema/05Atopic120604.jpeg,train,composite_0011.jpg,3,1,0,0,0
dataset/Eczema/eczema-fingertips-43.jpg,train,composite_0011.jpg,4,1,1,0,1
SkinDisease/test/Eczema/05Atopic010203.jpeg,train,composite_0011.jpg,5,2,0,0,0
dataset/Eczema/prurigo-nodularis-14.jpg,train,composite_0011.jpg,6,2,2,1,0
dataset/Eczema/eczema-hand-168.jpg,train,composite_0011.jpg,7,2,1,0,1
dataset/Eczema/eczema-nummular-99.jpg,train,composite_0011.jpg,8,1,1,1,1
dataset/Eczema/eczema-hand-109.jpg,train,composite_0011.jpg,9,1,2,1,1
dataset/Eczema/stasis-dermatitis-110.jpg,train,composite_0012.jpg,1,2,2,3,1
dataset/Eczema/Dyshidrosis-45.jpg,train,composite_0012.jpg,2,0,3,0,2
dataset/Eczema/lichen-simplex-chronicus-17.jpg,train,composite_0012.jpg,3,2,1,0,1
dataset/Eczema/eczema-subacute-100.jpg,train,composite_0012.jpg,4,2,2,2,1
dataset/Eczema/keratolysis-exfoliativa-46.jpg,train,composite_0012.jpg,5,2,1,0,1
dataset/Eczema/chapped-fissured-feet-33.jpg,train,composite_0012.jpg,6,1,1,0,0
SkinDisease/valid/Eczema/3Eczema3-020.jpeg,train,composite_0012.jpg,7,1,3,1,2
dataset/Eczema/stasis-dermatitis-97.jpg,train,composite_0012.jpg,8,0,1,0,1
dataset/Eczema/lichen-simplex-chronicus-106.jpg,train,composite_0012.jpg,9,3,0,0,0
dataset/Eczema/lichen-simplex-chronicus-153.jpg,train,composite_0013.jpg,1,2,2,1,2
dataset/Eczema/neurotic-excoriations-50.jpg,train,composite_0013.jpg,2,2,1,2,0
dataset/Eczema/keratolysis-exfoliativa-2.jpg,train,composite_0013.jpg,3,1,1,0,1
dataset/Eczema/eczema-chronic-52.jpg,train,composite_0013.jpg,4,1,2,3,1
SkinDisease/valid/Eczema/05atopicFace100305.jpeg,train,composite_0013.jpg,5,1,1,0,0
dataset/Eczema/eczema-nummular-123.jpg,train,composite_0013.jpg,6,2,2,0,1
dataset/Eczema/neurotic-excoriations-2.jpg,train,composite_0013.jpg,7,2,1,3,0
SkinDisease/valid/Eczema/05atopic1107054.jpeg,train,composite_0013.jpg,8,2,1,3,1
dataset/Eczema/lichen-simplex-chronicus-10.jpg,train,composite_0013.jpg,9,1,1,0,1
Eczema/Atopic dermatitis childhood phase/05mouthChild122206.jpg,train,composite_0014.jpg,1,1,0,0,0
dataset/Eczema/id-reaction-5.jpg,train,composite_0014.jpg,2,0,1,0,0
dataset/Eczema/eczema-hand-141.jpg,train,composite_0014.jpg,3,2,1,2,0
dataset/Eczema/eczema-fingertips-121.jpg,train,composite_0014.jpg,4,1,2,0,1
dataset/Eczema/notalgia-paraesthetica-1.jpg,train,composite_0014.jpg,5,0,0,0,0
dataset/Eczema/eczema-asteatotic-56.jpg,train,composite_0014.jpg,6,3,2,3,1
SkinDisease/valid/Eczema/05atopic1107051.jpeg,train,composite_0014.jpg,7,1,0,1,0
dataset/Eczema/eczema-chronic-49.jpg,train,composite_0014.jpg,8,1,1,1,1
dataset/Eczema/stasis-dermatitis-93.jpg,train,composite_0014.jpg,9,2,2,1,2
dataset/Eczema/eczema-hand-126.jpg,train,composite_0015.jpg,1,2,0,0,1
dataset/Eczema/eczema-asteatotic-21.jpg,train,composite_0015.jpg,2,1,1,0,0
dataset/Eczema/eczema-hand-154.jpg,train,composite_0015.jpg,3,1,0,0,0
dataset/Eczema/eczema-fingertips-129.jpg,train,composite_0015.jpg,4,2,2,0,0
dataset/Eczema/eczema-fingertips-37.jpg,train,composite_0015.jpg,5,1,1,2,1
dataset/Eczema/eczema-hand-115.jpg,train,composite_0015.jpg,6,1,2,1,1
dataset/Eczema/Dyshidrosis-17.jpg,train,composite_0015.jpg,7,0,0,0,0
SkinDisease/valid/Eczema/05atopic051704.jpeg,train,composite_0015.jpg,8,1,0,0,0
dataset/Eczema/eczema-subacute-45.jpg,train,composite_0015.jpg,9,3,0,0,0
dataset/Eczema/eczema-vulva-3.jpg,train,composite_0016.jpg,1,1,0,0,0
dataset/Eczema/stasis-dermatitis-108.jpg,train,composite_0016.jpg,2,2,2,3,1
SkinDisease/valid/Eczema/05AtopicDerm0419041.jpeg,train,composite_0016.jpg,3,3,1,0,2
dataset/Eczema/stasis-dermatitis-158.jpg,train,composite_0016.jpg,4,1,0,0,0
dataset/Eczema/prurigo-nodularis-51.jpg,train,composite_0016.jpg,5,2,3,2,1
dataset/Eczema/prurigo-nodularis-15.jpg,train,composite_0016.jpg,6,1,2,0,2
dataset/Eczema/desquamation-8.jpg,train,composite_0016.jpg,7,0,1,0,0
dataset/Eczema/eczema-trunk-generalized-4.jpg,train,composite_0016.jpg,8,2,1,1,0
dataset/Eczema/eczema-fingertips-45.jpg,train,composite_0016.jpg,9,1,2,1,1
SkinDisease/valid/Eczema/05AtopicHand1.jpeg,train,composite_0017.jpg,1,1,1,0,0
SkinDisease/valid/Eczema/05AtopicPapules.jpeg,train,composite_0017.jpg,2,0,1,0,1
dataset/Eczema/neurotic-excoriations-10.jpg,train,composite_0017.jpg,3,1,1,1,0
dataset/Eczema/eczema-leg-20.jpg,train,composite_0017.jpg,4,1,1,0,1
dataset/Eczema/stasis-dermatitis-140.jpg,train,composite_0017.jpg,5,0,1,0,2
dataset/Eczema/lichen-simplex-chronicus-147.jpg,train,composite_0017.jpg,6,0,1,0,2
dataset/Eczema/keratolysis-exfoliativa-19.jpg,train,composite_0017.jpg,7,1,1,0,1
dataset/Eczema/eczema-nummular-178.jpg,train,composite_0017.jpg,8,2,1,0,0
dataset/Eczema/eczema-hand-92.jpg,train,composite_0017.jpg,9,1,2,1,1
dataset/Eczema/eczema-fingertips-104.jpg,train,composite_0018.jpg,1,0,2,0,1
SkinDisease/valid/Eczema/05atopic011005.jpeg,train,composite_0018.jpg,2,1,0,0,0
dataset/Eczema/eczema-nummular-116.jpg,train,composite_0018.jpg,3,1,1,1,0
dataset/Eczema/eczema-histology-5.jpg,train,composite_0018.jpg,4,0,0,0,0
dataset/Eczema/neurotic-excoriations-59.jpg,train,composite_0018.jpg,5,2,1,1,0
dataset/Eczema/eczema-nummular-191.jpg,train,composite_0018.jpg,6,2,1,2,1
dataset/Eczema/eczema-vulva-4.jpg,train,composite_0018.jpg,7,0,0,0,0
dataset/Eczema/stasis-dermatitis-106.jpg,train,composite_0018.jpg,8,2,2,3,1
dataset/Eczema/eczema-nummular-127.jpg,train,composite_0018.jpg,9,2,2,1,1
dataset/Eczema/id-reaction-7.jpg,train,composite_0019.jpg,1,1,2,0,1
dataset/Eczema/eczema-nummular-14.jpg,train,composite_0019.jpg,2,2,1,1,0
dataset/Eczema/eczema-fingertips-78.jpg,train,composite_0019.jpg,3,2,1,1,0
dataset/Eczema/eczema-nummular-173.jpg,train,composite_0019.jpg,4,2,2,1,1
dataset/Eczema/eczema-leg-17.jpg,train,composite_0019.jpg,5,2,2,1,1
dataset/Eczema/eczema-subacute-103.jpg,train,composite_0019.jpg,6,1,1,1,1
dataset/Eczema/eczema-fingertips-66.jpg,train,composite_0019.jpg,7,1,1,0,1
SkinDisease/valid/Eczema/05Atopic0216.jpeg,train,composite_0019.jpg,8,1,1,0,0
SkinDisease/valid/Eczema/3Eczema3-290.jpeg,train,composite_0019.jpg,9,0,0,0,0
dataset/Eczema/neurotic-excoriations-19.jpg,train,composite_0020.jpg,1,1,1,2,0
SkinDisease/valid/Eczema/05atopicChild0719042.jpeg,train,composite_0020.jpg,2,1,0,0,0
dataset/Eczema/eczema-face-6.jpg,train,composite_0020.jpg,3,2,1,0,0
dataset/Eczema/eczema-lids-9.jpg,train,composite_0020.jpg,4,1,1,0,1
dataset/Eczema/eczema-subacute-44.jpg,train,composite_0020.jpg,5,2,0,0,0
dataset/Eczema/stasis-dermatitis-133.jpg,train,composite_0020.jpg,6,0,0,0,0
dataset/Eczema/chapped-fissured-feet-1.jpg,train,composite_0020.jpg,7,0,1,0,1
dataset/Eczema/eczema-lids-6.jpg,train,composite_0020.jpg,8,2,1,0,0
dataset/Eczema/stasis-dermatitis-95.jpg,train,composite_0020.jpg,9,2,1,1,1
dataset/Eczema/lichen-simplex-chronicus-104.jpg,train,composite_0021.jpg,1,3,1,0,0
dataset/Eczema/Dyshidrosis-33.jpg,train,composite_0021.jpg,2,2,1,1,0
dataset/Eczema/eczema-fingertips-107.jpg,train,composite_0021.jpg,3,0,1,0,1
dataset/Eczema/neurotic-excoriations-34.jpg,train,composite_0021.jpg,4,1,1,1,0
dataset/Eczema/eczema-foot-97.jpg,train,composite_0021.jpg,5,1,1,0,1
dataset/Eczema/eczema-asteatotic-35.jpg,train,composite_0021.jpg,6,2,1,0,1
dataset/Eczema/eczema-hand-135.jpg,train,composite_0021.jpg,7,2,1,0,1
dataset/Eczema/eczema-asteatotic-24.jpg,train,composite_0021.jpg,8,2,1,0,2
dataset/Eczema/stasis-dermatitis-174.jpg,train,composite_0021.jpg,9,2,2,2,1
SkinDisease/valid/Eczema/05atopic0313062.jpeg,train,composite_0022.jpg,1,2,1,0,1
dataset/Eczema/keratolysis-exfoliativa-49.jpg,train,composite_0022.jpg,2,1,1,0,1
dataset/Eczema/eczema-hand-142.jpg,train,composite_0022.jpg,3,3,0,0,0
dataset/Eczema/eczema-leg-13.jpg,train,composite_0022.jpg,4,2,0,0,0
dataset/Eczema/lichen-simplex-chronicus-160.jpg,train,composite_0022.jpg,5,1,1,0,0
dataset/Eczema/notalgia-paraesthetica-4.jpg,train,composite_0022.jpg,6,1,0,0,0
dataset/Eczema/eczema-subacute-81.jpg,train,composite_0022.jpg,7,2,1,3,0
SkinDisease/valid/Eczema/05atopic012405.jpeg,train,composite_0022.jpg,8,2,1,0,0
SkinDisease/valid/Eczema/05Atopic10067.jpeg,train,composite_0022.jpg,9,2,1,1,1
dataset/Eczema/pompholyx-29.jpg,train,composite_0023.jpg,1,2,1,1,1
dataset/Eczema/eczema-fingertips-50.jpg,train,composite_0023.jpg,2,2,1,1,1
dataset/Eczema/pompholyx-4.jpg,train,composite_0023.jpg,3,0,0,0,0
dataset/Eczema/eczema-fingertips-102.jpg,train,composite_0023.jpg,4,0,1,0,1
dataset/Eczema/eczema-nummular-143.jpg,train,composite_0023.jpg,5,2,1,1,0
dataset/Eczema/eczema-foot-58.jpg,train,composite_0023.jpg,6,0,1,1,1
dataset/Eczema/eczema-fingertips-99.jpg,train,composite_0023.jpg,7,0,1,0,1
dataset/Eczema/stasis-dermatitis-157.jpg,train,composite_0023.jpg,8,1,0,0,0
dataset/Eczema/eczema-subacute-28.jpg,train,composite_0023.jpg,9,2,0,0,0
dataset/Eczema/eczema-arms-10.jpg,train,composite_0024.jpg,1,1,1,0,0
dataset/Eczema/pompholyx-6.jpg,train,composite_0024.jpg,2,2,2,1,0
dataset/Eczema/pompholyx-24.jpg,train,composite_0024.jpg,3,2,2,3,1
dataset/Eczema/fiberglass-dermatitis-6.jpg,train,composite_0024.jpg,4,2,1,0,0
dataset/Eczema/eczema-nummular-190.jpg,train,composite_0024.jpg,5,2,1,1,0
dataset/Eczema/keratolysis-exfoliativa-17.jpg,train,composite_0024.jpg,6,2,1,1,1
dataset/Eczema/stasis-dermatitis-130.jpg,train,composite_0024.jpg,7,0,1,0,2
dataset/Eczema/prurigo-nodularis-17.jpg,train,composite_0024.jpg,8,1,1,1,0
dataset/Eczema/03EczemaExcoriated.jpg,train,composite_0024.jpg,9,2,1,2,0
SkinDisease/valid/Eczema/05atopicKnee080105.jpeg,train,composite_0025.jpg,1,1,1,0,1
dataset/Eczema/eczema-asteatotic-22.jpg,train,composite_0025.jpg,2,2,1,0,3
dataset/Eczema/eczema-foot-69.jpg,train,composite_0025.jpg,3,1,2,0,1
dataset/Eczema/lichen-simplex-chronicus-127.jpg,train,composite_0025.jpg,4,2,1,0,1
SkinDisease/valid/Eczema/05Atopic031011.jpeg,train,composite_0025.jpg,5,1,0,1,0
dataset/Eczema/Dyshidrosis-54.jpg,train,composite_0025.jpg,6,0,2,0,1
dataset/Eczema/factitial-dermatitis-7.jpg,train,composite_0025.jpg,7,2,1,3,0
dataset/Eczema/eczema-subacute-62.jpg,train,composite_0025.jpg,8,2,0,0,0
dataset/Eczema/eczema-subacute-102.jpg,train,composite_0025.jpg,9,3,1,0,1
dataset/Eczema/keratolysis-exfoliativa-41.jpg,train,composite_0026.jpg,1,1,1,0,1
dataset/Eczema/iododerma-1.jpg,train,composite_0026.jpg,2,2,0,0,0
dataset/Eczema/eczema-histology-3.jpg,train,composite_0026.jpg,3,0,0,0,0
dataset/Eczema/eczema-hand-97.jpg,train,composite_0026.jpg,4,1,1,0,1
SkinDisease/valid/Eczema/05AtopicFeet67.jpeg,train,composite_0026.jpg,5,3,2,2,1
dataset/Eczema/eczema-acute-9.jpg,train,composite_0026.jpg,6,1,0,0,0
dataset/Eczema/eczema-hand-95.jpg,train,composite_0026.jpg,7,1,1,1,1
dataset/Eczema/neurotic-excoriations-26.jpg,train,composite_0026.jpg,8,1,1,2,0
dataset/Eczema/eczema-subacute-64.jpg,train,composite_0026.jpg,9,1,0,1,1
dataset/Eczema/stasis-dermatitis-16.jpg,train,composite_0027.jpg,1,2,1,2,1
dataset/Eczema/eczema-fingertips-64.jpg,train,composite_0027.jpg,2,1,1,1,1
dataset/Eczema/eczema-subacute-105.jpg,train,composite_0027.jpg,3,3,1,0,0
dataset/Eczema/stasis-dermatitis-14.jpg,train,composite_0027.jpg,4,2,1,0,1
dataset/Eczema/eczema-chronic-55.jpg,train,composite_0027.jpg,5,1,1,1,0
dataset/Eczema/pompholyx-28.jpg,train,composite_0027.jpg,6,1,1,1,0
dataset/Eczema/eczema-fingertips-40.jpg,train,composite_0027.jpg,7,2,2,1,1
dataset/Eczema/chapped-fissured-feet-12.jpg,train,composite_0027.jpg,8,0,0,0,0
dataset/Eczema/neurotic-excoriations-7.jpg,train,composite_0027.jpg,9,1,1,0,0
dataset/Eczema/eczema-fingertips-77.jpg,train,composite_0028.jpg,1,2,1,1,1
dataset/Eczema/neurotic-excoriations-47.jpg,train,composite_0028.jpg,2,1,1,1,0
dataset/Eczema/eczema-asteatotic-4.jpg,train,composite_0028.jpg,3,2,0,0,0
SkinDisease/valid/Eczema/05atopicChild0828061.jpeg,train,composite_0028.jpg,4,1,0,0,0
dataset/Eczema/maceration-4.jpg,train,composite_0028.jpg,5,2,1,2,0
SkinDisease/valid/Eczema/05Atopic0712045.jpeg,train,composite_0028.jpg,6,2,1,1,1
dataset/Eczema/eczema-foot-43.jpg,train,composite_0028.jpg,7,0,1,0,1
dataset/Eczema/eczema-hand-177.jpg,train,composite_0028.jpg,8,0,1,1,1
dataset/Eczema/eczema-fingertips-39.jpg,train,composite_0028.jpg,9,2,2,2,1
dataset/Eczema/lichen-simplex-chronicus-107.jpg,train,composite_0029.jpg,1,0,0,0,0
dataset/Eczema/notalgia-paraesthetica-5.jpg,train,composite_0029.jpg,2,0,0,0,0
dataset/Eczema/eczema-fingertips-7.jpg,train,composite_0029.jpg,3,2,1,2,0
dataset/Eczema/eczema-leg-3.jpg,train,composite_0029.jpg,4,2,1,0,1
dataset/Eczema/eczema-subacute-19.jpg,train,composite_0029.jpg,5,2,1,0,0
dataset/Eczema/keratolysis-exfoliativa-6.jpg,train,composite_0029.jpg,6,1,1,0,1
dataset/Eczema/03DermatitisLeg.jpg,train,composite_0029.jpg,7,2,1,2,1
dataset/Eczema/lichen-simplex-chronicus-143.jpg,train,composite_0029.jpg,8,0,2,0,2
dataset/Eczema/eczema-foot-19.jpg,train,composite_0029.jpg,9,2,1,0,1
dataset/Eczema/eczema-foot-25.jpg,train,composite_0030.jpg,1,2,1,1,1
dataset/Eczema/eczema-foot-28.jpg,train,composite_0030.jpg,2,3,1,1,1
dataset/Eczema/eczema-fingertips-54.jpg,train,composite_0030.jpg,3,1,1,1,1
SkinDisease/valid/Eczema/05atopicMouth012306.jpeg,train,composite_0030.jpg,4,1,1,1,0
dataset/Eczema/neurotic-excoriations-37.jpg,train,composite_0030.jpg,5,1,0,0,0
dataset/Eczema/eczema-fingertips-57.jpg,train,composite_0030.jpg,6,1,1,0,1
dataset/Eczema/eczema-fingertips-8.jpg,train,composite_0030.jpg,7,2,2,1,1
dataset/Eczema/eczema-nummular-182.jpg,train,composite_0030.jpg,8,2,1,1,0
dataset/Eczema/eczema-foot-70.jpg,train,composite_0030.jpg,9,2,2,1,2
dataset/Eczema/factitial-dermatitis-1.jpg,train,composite_0031.jpg,1,2,1,3,1
dataset/Eczema/lichen-simplex-chronicus-98.jpg,train,composite_0031.jpg,2,2,0,0,0
dataset/Eczema/prurigo-nodularis-26.jpg,train,composite_0031.jpg,3,2,1,0,1
dataset/Eczema/eczema-arms-8.jpg,train,composite_0031.jpg,4,1,1,1,0
dataset/Eczema/eczema-trunk-generalized-17.jpg,train,composite_0031.jpg,5,2,0,0,0
SkinDisease/valid/Eczema/05Atopic03290445.jpeg,train,composite_0031.jpg,6,1,0,0,0
dataset/Eczema/Dyshidrosis-51.jpg,train,composite_0031.jpg,7,1,1,0,2
dataset/Eczema/chapped-fissured-feet-21.jpg,train,composite_0031.jpg,8,0,1,0,1
dataset/Eczema/prurigo-nodularis-22.jpg,train,composite_0031.jpg,9,1,1,0,1
dataset/Eczema/stasis-dermatitis-82.jpg,train,composite_0032.jpg,1,2,2,0,2
dataset/Eczema/eczema-hand-178.jpg,train,composite_0032.jpg,2,0,0,0,0
dataset/Eczema/eczema-asteatotic-1.jpg,train,composite_0032.jpg,3,2,1,1,2
dataset/Eczema/eczema-subacute-53.jpg,train,composite_0032.jpg,4,2,0,0,0
dataset/Eczema/eczema-subacute-59.jpg,train,composite_0032.jpg,5,2,1,0,1
dataset/Eczema/stasis-dermatitis-161.jpg,train,composite_0032.jpg,6,2,2,2,1
dataset/Eczema/eczema-foot-83.jpg,train,composite_0032.jpg,7,2,2,2,1
dataset/Eczema/eczema-subacute-38.jpg,train,composite_0032.jpg,8,2,0,0,0
dataset/Eczema/Dyshidrosis-11.jpg,train,composite_0032.jpg,9,1,1,0,1
dataset/Eczema/eczema-fingertips-81.jpg,train,composite_0033.jpg,1,0,1,0,3
SkinDisease/valid/Eczema/05atopic0228051.jpeg,train,composite_0033.jpg,2,1,0,0,0
dataset/Eczema/eczema-foot-11.jpg,train,composite_0033.jpg,3,1,3,0,2
dataset/Eczema/keratolysis-exfoliativa-22.jpg,train,composite_0033.jpg,4,2,2,0,1
dataset/Eczema/prurigo-nodularis-40.jpg,train,composite_0033.jpg,5,1,1,0,0
dataset/Eczema/eczema-lids-4.jpg,train,composite_0033.jpg,6,1,0,0,0
dataset/Eczema/eczema-fingertips-74.jpg,train,composite_0033.jpg,7,0,1,0,1
dataset/Eczema/eczema-fingertips-120.jpg,train,composite_0033.jpg,8,0,0,0,0
SkinDisease/valid/Eczema/05AtopicFace2.jpeg,train,composite_0033.jpg,9,1,0,0,0
dataset/Eczema/eczema-hand-155.jpg,train,composite_0034.jpg,1,1,1,1,1
